name,smiles,Density,Vint,Veff,pc
SUKKIU,CC1(C)C2CCC1(C)C(NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)C2,1.3235,268.185,435.5679405,0.61571336
DAYYUY,O=[N+]([O-])/C=C/c1c2c(cc3c1OCC3)OCC2,1.445,178.013,267.8436417,0.664615366
OJOCEW,O=[N+]([O-])C12CN(Cc3ccccc3)CC1C1CN(Cc3ccccc3)CON1c1ccccc12,1.2834,359.038,590.3011714,0.608228507
CAJGEB,C=C1CCC2CCCCC23C(=O)OC(OCc2ccc([N+](=O)[O-])cc2)C13,1.3023,278.045,455.4219062,0.610521796
TIJJED,CN(C)CCN(Cc1cc([N+](=O)[O-])cc(C(C)(C)C)c1O)Cc1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,1.185,402.68,703.8689717,0.572095115
DICREN,CC(C)(C)OC(=O)NNC1(C(=O)OC(C)(C)C)CCC/C1=N\Nc1ccc([N+](=O)[O-])cc1,1.1976,349.362,622.9017005,0.560862171
PIZNUJ,COc1ccc([C@H](C[N+](=O)[O-])c2c[nH]c3ccccc23)cc1,1.2884,234.993,381.6597198,0.61571339
HIGSIZ,N#CCN(CC#N)[N+](=O)[O-],1.5014,110.226,154.8817811,0.711678283
PIMKOL,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],1.6999,160.686,230.5713307,0.696903641
IQOSEN,COC1CC(C[N+](=O)[O-])C2OC(c3ccccc3)OCC2O1,1.3293,234.07,386.1631886,0.606142706
VOVHAR,N=c1oc2ccccc2cc1-c1ccc([N+](=O)[O-])cc1,1.4463,207.503,305.492925,0.679239953
RIYNOD,C=C(CC(O)c1ccc([N+](=O)[O-])cc1)C(C)NC(=O)N(C)C,1.276,246.188,399.7324562,0.615881938
NAQNOJ,CCC(C)C(OCc1ccccc1)C1C(C(=O)NCC(=O)[O-])[NH2+]C(c2ccccc2)C1[N+](=O)[O-],1.2658,371.724,615.5702853,0.603869304
YOWLUS,CCNC1=NC(OC)=NC(=C([N+](=O)[O-])[N+](=O)[O-])N1,1.5493,185.714,276.6108221,0.67139094
IQONOS,O=C(CC1(O)COC(OCc2ccccc2)C2OC21)c1ccc([N+](=O)[O-])cc1,1.3915,295.54,459.5931599,0.643046994
WIMWEU,CC(O)C1C(=O)N2C(C(=O)OCc3ccc([N+](=O)[O-])cc3)CC=CCC12,1.3276,278.037,450.4635625,0.617224173
WIJMEH,Cc1ccc([N+](=O)[O-])cc1N=C=C(/C=C(\C#N)C(C)(C)C)C(C)(C)C,1.1444,287.447,492.1938839,0.584011727
JOCZAD,COc1nc(NCc2ccco2)nc(C(CCC(C)=O)([N+](=O)[O-])[N+](=O)[O-])n1,1.4281,281.362,441.9910528,0.636578497
XUQTUZ,CC(=O)C(C(=O)c1ccccc1)C(C[N+](=O)[O-])c1ccccc1,1.2805,252.088,403.46648,0.624805312
KAWTOR,O=[N+]([O-])c1cccc(CN(O)c2cccc(CO)c2)c1,1.4012,215.169,324.8378173,0.662389009
PEFXED,O=C1CCCC(C2CC2/C=N/Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])O1,1.4451,261.637,400.0183087,0.654062562
SUJDEJ,N#CC1=C(N)OC2=C(C(=O)CCC2)C1c1cccc([N+](=O)[O-])c1,1.4504,239.54,356.1755793,0.672533475
GAZPII,CC12CCCC(C1)C(c1ccccc1)N([N+](=O)[O-])C2c1ccccc1,1.2241,271.447,456.0630518,0.59519621
XUCVEZ,O=[N+]([O-])C1C(c2ccccc2)c2ccccc2C12COc1ccccc1N2,1.3386,281.716,444.2802716,0.634095228
CADHUN,CC(=O)C1(C(O)c2ccc([N+](=O)[O-])cc2)CO1,1.4122,182.485,278.7622273,0.654625993
BAPXIB,COC(=O)[C@H]1C[C@@H](C(=O)OC)N(O)[C@H]1c1ccc([N+](=O)[O-])cc1,1.475,244.375,364.876884,0.669746456
QIYJIR,N#C/C=C1\CCC[C@@H]1OC(=O)c1ccc([N+](=O)[O-])cc1,1.3778,212.706,327.9253601,0.648641508
RIZHAK,CC(C)=CCC/C(C)=C/CN1COCN(C)/C1=N/[N+](=O)[O-],1.2133,240.779,405.3775211,0.593962387
VOKKUB,COC(=O)[C@@]1([N+](=O)[O-])[C@H]2CCC[C@@H]1[C@@H]2[N+](=O)[O-],1.5046,178.956,269.3751639,0.664337415
TAJKEU,CCC(CC)(c1ccc([N+](=O)[O-])cc1)C(CC)(CC)c1ccc([N+](=O)[O-])cc1,1.2506,316.064,510.1636568,0.619534527
OLAXUV,COc1ccc(C2CC(C)(O)OCC2[N+](=O)[O-])cc1,1.329,207.254,333.7576998,0.620971442
RIFXEJ,COC(=O)C1(C(C[N+](=O)[O-])c2ccccc2)CCCC1=O,1.3207,228.513,366.0319399,0.624297978
HITMUS,C/C(C[N+](=O)[O-])=C(/C)C[N+](=O)[O-],1.3521,135.181,213.7791381,0.632339531
REBPEU,CC[C@@H]([C@H]1NC(C#N)=C(C#N)N(CC)[C@@H]1OC)[N+](=O)[O-],1.3143,221.792,352.6808881,0.628874451
UBATOI,Cc1ccc([C@@H]2CN(C)C[C@@]2(CO)[N+](=O)[O-])cc1,1.2282,199.576,338.193105,0.590124391
QOLXIY,CCN(CC)[N+](=O)[N-]Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1.4561,221.094,341.0913948,0.648195772
QOCNUT,Cc1cnc(C)c(Cc2c[nH]c3cccc([N+](=O)[O-])c23)n1,1.3623,221.646,343.885083,0.644535081
GOLYAH,CC1C=C2C(=O)C3C4C=CC(C4)C3C2C([N+](=O)[O-])C1,1.3151,202.949,327.1964661,0.620266479
SAGSAV,CC(C)NC1=[N+](C(C)C)[C@]2(C([N+](=O)[O-])=CC([N+](=O)[O-])=CC2=[N+]([O-])[O-])N(C(C)C)C(=O)N1C(C)C,1.3524,370.718,590.8962149,0.627382594
IPOXAZ,CC(C)N1O[C@@H]1c1ccc([N+](=O)[O-])cc1,1.2978,165.456,266.2548975,0.621419555
NILNOL,CC/C(=C\C1OC2OC(C)(C)OC2C2OC(C)(C)OC12)[N+](=O)[O-],1.2828,249.102,426.0853282,0.584629377
SEKGUL,CC(=O)NC(C)(C)CC(C)(C)[N+](=O)[O-],1.1416,165.789,294.0259036,0.563858483
ZAQTOC,CCOC(=O)COc1ccc([N+](=O)[O-])cc1,1.3568,172.271,275.4575601,0.625399426
DIWSUY,CCCC(=O)Nc1cc([N+](=O)[O-])c(C(=O)OC)cc1C,1.348,219.116,345.0622355,0.63500429
MADKUZ,CC(C)([C@@H](O)c1ccncc1)[N+](=O)[O-],1.3505,155.113,241.1095194,0.643330053
MUDWIR,CN(C)C(=C(C=C1C(=O)OC(C)(C)OC1=O)[N+](=O)[O-])N(C)C,1.3399,239.246,388.0732413,0.616497028
GEVSOS,COC(=O)C(/C=C/[N+](=O)[O-])=C(/C)N,1.4412,144.461,214.3893789,0.673825358
HAZZUD,COC(=O)C1(O)C(N2CCCC2)=NN(c2ccc([N+](=O)[O-])cc2)C1c1ccccc1,1.4001,319.444,486.4724435,0.656653844
NANSAZ,N#CCC/C(=C(/CCO)c1cccc([N+](=O)[O-])c1)c1ccccc1,1.2846,264.638,416.4190966,0.635508799
KEPFER,COc1ccccc1-c1cc(CN2CCN/C2=N\[N+](=O)[O-])no1,1.4723,239.834,357.6695361,0.670546345
JODROK,CC1Cc2cccc([N+](=O)[O-])c2O1,1.3805,137.618,215.3887132,0.638928558
XENJOQ,CC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1ccc([N+](=O)[O-])o1,1.3745,222.367,660.0325728,0.559461238
PEPPOR,O=C1CC2CCC([N+](=O)[O-])C(c3ccccc3)C2C2c3[nH]c4ccccc4c3CCN12,1.3197,324.844,522.4398241,0.621782615
BAYLAP,COC(=O)/C(=C/CCC(C)(C)[N+](=O)[O-])NC(=O)OCc1ccccc1,1.3003,276.943,447.1702023,0.619323467
PEFCIM,CCC(C(O)c1ccc([N+](=O)[O-])cc1)C(O)C(C)OC,1.2705,226.114,370.0791499,0.610988217
TECPUM,CC1(C)COC(CC(C(Nc2ccccc2)c2ccccc2)[N+](=O)[O-])OC1,1.2593,296.566,488.1571355,0.607521592
DUVVOG,C=C1CC(C(=O)OC)(C(=O)OC)C(C2COC(C)(C)N2C(=O)OC(C)(C)C)C1(C)[N+](=O)[O-],1.3081,354.201,579.1480944,0.611589684
BIKKUE,Cc1ccc(C(=O)/C(=C/[N+](=O)[O-])Nc2ccccc2)cc1,1.2928,227.933,362.357669,0.629027669
ZUZFEH,CC1=C(C=O)CC([N+](=O)[O-])C(c2ccco2)C1,1.3366,184.242,292.0703657,0.630813741
BUDVIH,C=C1C(C)=NO[C@@]1(O)c1ccc([N+](=O)[O-])cc1,1.4503,180.134,268.0043941,0.672130771
ZOMGAJ,CN1CCC2(CC1)CC(c1ccccc1)NC(c1ccc([N+](=O)[O-])cc1)O2,1.2874,291.464,473.6329314,0.615379507
XAXRIX,C#CCN(Cc1ccc([N+](=O)[O-])o1)c1ccc(C)cc1,1.313,219.604,341.6060887,0.642857394
AREJEO,O=[N+]([O-])[C@@H]1CCc2ccccc2/C1=N/O,1.4213,158.59,240.764383,0.658693774
SUYREK,COC(CN1CCN/C1=C\[N+](=O)[O-])OC,1.4129,166.551,255.1678453,0.652711551
QAZCAW,O=[N+]([O-])C1=CCCCC1c1ccccc1,1.2491,164.708,270.0015534,0.61002612
SIKCAT,CCOC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1cccc([N+](=O)[O-])c1,1.4703,285.355,438.3209951,0.651018325
FAHLAB,CC(C)C(O)C(C1CCOC(c2ccccc2)O1)[N+](=O)[O-],1.2414,232.314,394.8064766,0.588424998
DIDWIY,O=[N+]([O-])c1ccc(O)c(/C=N/CCO)c1,1.4139,161.431,246.7164387,0.654317973
DEQPUN,CC1=Nc2ccccc2CN=C1c1cccc([N+](=O)[O-])c1,1.3364,222.168,346.8084029,0.640607315
CURNIO,N#C/C(=C\c1cccc([N+](=O)[O-])c1)C(=O)NCc1ccco1,1.4214,232.681,347.0681523,0.670418759
GAGHUS,C=CC(C)CC(C(C)C)N(C(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)c1ccc(OC)cc1,1.2476,351.75,587.239572,0.598988925
EMUDAU,O=CN1C=CC(C[N+](=O)[O-])C=C1,1.3836,129.835,201.6981997,0.643709266
BIVKUM,O=[N+]([O-])c1ccc(N/N=C2\C[C@@H]3[C@H]2C[C@@H]2O[C@@H]23)cc1,1.3708,199.705,313.8709549,0.636264672
RUWNEC,O=[N+]([O-])c1ccc(N2C3CCCCC32)cc1,1.2922,173.562,280.2863637,0.619230981
RINSAL,CC(C)(C)OC(=O)N1C(=O)CCC(C(=O)Nc2ccc([N+](=O)[O-])cc2)C(C[N+](=O)[O-])c2ccccc21,1.2988,382.028,636.9491152,0.599777896
WOVCIT,C=C(C)C1CC1C(OC(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,1.2727,272.94,439.8840389,0.620481709
CEGCOI,CC(=O)NCCc1c[nH]c2ccc(OC(=O)Oc3ccc([N+](=O)[O-])cc3)cc12,1.397,292.001,455.4011077,0.64119519
